3,2,849.8367309570312,290.0545349121094,15.406982421875,15.5428466796875,-1,-1,-1,-1
4,2,853.9137573242188,289.8911437988281,9.4669189453125,15.3134765625,-1,-1,-1,-1
5,2,853.4122314453125,289.23260498046875,15.3338623046875,15.86773681640625,-1,-1,-1,-1
6,2,853.484619140625,288.5604248046875,15.3243408203125,15.579345703125,-1,-1,-1,-1
7,2,856.7412109375,288.273193359375,11.541259765625,17.5869140625,-1,-1,-1,-1
8,2,858.149169921875,284.73394775390625,13.85302734375,15.88519287109375,-1,-1,-1,-1
9,2,858.1438598632812,287.2191467285156,13.6986083984375,15.35015869140625,-1,-1,-1,-1
10,2,858.6600952148438,287.22308349609375,13.361083984375,17.02777099609375,-1,-1,-1,-1
11,2,861.2118530273438,286.85540771484375,13.33447265625,13.88421630859375,-1,-1,-1,-1
12,2,860.507080078125,288.5204162597656,14.8919677734375,13.55682373046875,-1,-1,-1,-1
13,2,856.0830078125,287.47357177734375,13.3184814453125,13.69073486328125,-1,-1,-1,-1
14,2,841.709228515625,286.8758850097656,15.3621826171875,14.13153076171875,-1,-1,-1,-1
26,2,983.3001098632812,299.4080505371094,32.1844482421875,32.50634765625,-1,-1,-1,-1
32,2,418.1897277832031,353.8428039550781,24.622314453125,24.766845703125,-1,-1,-1,-1
33,2,1025.5899658203125,310.8509521484375,32.06884765625,32.54730224609375,-1,-1,-1,-1
34,2,1002.90234375,318.1993713378906,29.0511474609375,28.955322265625,-1,-1,-1,-1
35,2,435.0416564941406,356.625732421875,23.839599609375,25.542724609375,-1,-1,-1,-1
36,2,440.2673645019531,360.40362548828125,22.84747314453125,22.43572998046875,-1,-1,-1,-1
37,2,446.9084777832031,369.1952819824219,20.49114990234375,20.86669921875,-1,-1,-1,-1
47,2,573.2868041992188,362.8909912109375,24.808837890625,26.14581298828125,-1,-1,-1,-1
50,2,783.891845703125,276.09228515625,34.898193359375,36.87493896484375,-1,-1,-1,-1
5,3,625.2567749023438,258.96685791015625,30.8818359375,32.239013671875,-1,-1,-1,-1
6,3,627.61181640625,258.41607666015625,33.3179931640625,34.6171875,-1,-1,-1,-1
7,3,635.252685546875,261.6034851074219,34.052734375,33.0052490234375,-1,-1,-1,-1
8,3,650.9955444335938,262.9934387207031,33.9029541015625,36.60205078125,-1,-1,-1,-1
9,3,669.4952392578125,266.54766845703125,32.775634765625,34.009765625,-1,-1,-1,-1
10,3,689.3345336914062,274.4400939941406,32.240234375,33.50225830078125,-1,-1,-1,-1
26,3,886.4420776367188,284.9803466796875,32.5406494140625,35.6522216796875,-1,-1,-1,-1
9,4,1143.2294921875,351.14483642578125,11.857177734375,12.12786865234375,-1,-1,-1,-1
10,4,1145.2286376953125,350.85308837890625,11.177001953125,11.24920654296875,-1,-1,-1,-1
11,4,1146.11181640625,349.9878234863281,12.72705078125,12.78070068359375,-1,-1,-1,-1
12,4,1148.8983154296875,349.9426574707031,10.85205078125,11.27020263671875,-1,-1,-1,-1
13,4,1142.35546875,349.3297119140625,9.314453125,12.7713623046875,-1,-1,-1,-1
14,4,1126.9578857421875,349.75048828125,9.329345703125,11.2032470703125,-1,-1,-1,-1
10,5,838.422607421875,302.82403564453125,13.87255859375,14.4266357421875,-1,-1,-1,-1
11,5,838.3595581054688,302.9276428222656,14.6527099609375,13.5230712890625,-1,-1,-1,-1
12,5,840.104736328125,302.6028747558594,11.423828125,13.38409423828125,-1,-1,-1,-1
13,5,835.07275390625,302.44464111328125,12.86572265625,14.62091064453125,-1,-1,-1,-1
36,5,843.788818359375,295.3345947265625,31.639892578125,31.32818603515625,-1,-1,-1,-1
37,5,845.1218872070312,298.90496826171875,32.9052734375,31.16094970703125,-1,-1,-1,-1
34,9,1172.3782958984375,482.2342224121094,16.142333984375,15.95257568359375,-1,-1,-1,-1
35,9,1170.470703125,482.6444091796875,17.948974609375,15.10736083984375,-1,-1,-1,-1
36,9,1170.9384765625,482.43212890625,18.25439453125,15.392822265625,-1,-1,-1,-1
37,9,1175.6641845703125,482.3322448730469,16.680908203125,15.21209716796875,-1,-1,-1,-1
38,9,1183.454833984375,481.7113952636719,18.2265625,16.0794677734375,-1,-1,-1,-1
41,9,1224.5582275390625,481.1468811035156,17.34033203125,17.55596923828125,-1,-1,-1,-1
42,9,1237.56103515625,481.5811767578125,18.36376953125,16.98309326171875,-1,-1,-1,-1
39,10,1199.8408203125,481.4482421875,16.875732421875,16.954833984375,-1,-1,-1,-1
40,10,1211.3656005859375,481.41290283203125,18.91064453125,16.63616943359375,-1,-1,-1,-1
43,11,873.7097778320312,275.7538757324219,31.337158203125,32.44244384765625,-1,-1,-1,-1
