1,2,1861.55029296875,290.9091796875,26.015625,29.17559814453125,-1,-1,-1,-1
2,2,1859.1849365234375,290.523681640625,24.95654296875,28.95263671875,-1,-1,-1,-1
1,3,315.89306640625,105.17469787597656,25.9278564453125,26.592376708984375,-1,-1,-1,-1
2,3,314.5356140136719,107.32135009765625,28.5758056640625,24.72412109375,-1,-1,-1,-1
1,4,1129.411865234375,253.86114501953125,28.197509765625,28.142333984375,-1,-1,-1,-1
2,4,1126.7215576171875,254.98858642578125,26.75634765625,29.76385498046875,-1,-1,-1,-1
1,5,453.36663818359375,140.32415771484375,24.78314208984375,25.32977294921875,-1,-1,-1,-1
2,5,451.173095703125,141.1952362060547,25.765869140625,25.912750244140625,-1,-1,-1,-1
1,6,1798.9495849609375,276.5817565917969,26.083251953125,28.36126708984375,-1,-1,-1,-1
2,6,1795.4691162109375,273.8101501464844,28.697509765625,31.03082275390625,-1,-1,-1,-1
1,7,1265.9334716796875,945.253173828125,35.163330078125,35.4951171875,-1,-1,-1,-1
2,7,1263.4932861328125,942.3637084960938,35.80810546875,36.05322265625,-1,-1,-1,-1
1,8,931.637451171875,177.80665588378906,24.401123046875,25.270294189453125,-1,-1,-1,-1
2,8,930.0012817382812,177.14283752441406,25.2352294921875,23.465118408203125,-1,-1,-1,-1
1,9,756.3690185546875,608.3814086914062,31.1094970703125,34.9832763671875,-1,-1,-1,-1
2,9,754.2723999023438,606.3056030273438,32.6375732421875,38.0047607421875,-1,-1,-1,-1
1,10,417.5623779296875,28.504472732543945,21.67022705078125,22.96638298034668,-1,-1,-1,-1
2,10,418.1163330078125,26.497713088989258,21.9124755859375,21.72523307800293,-1,-1,-1,-1
1,11,348.0082092285156,130.5167999267578,25.24029541015625,26.394927978515625,-1,-1,-1,-1
2,11,348.530029296875,130.8426971435547,26.26025390625,25.46588134765625,-1,-1,-1,-1
1,12,1735.918701171875,300.843994140625,24.82080078125,26.9647216796875,-1,-1,-1,-1
2,12,1734.2174072265625,298.3677062988281,27.64501953125,25.74835205078125,-1,-1,-1,-1
1,13,476.5360107421875,16.904528617858887,22.490234375,23.26603412628174,-1,-1,-1,-1
2,13,477.6144104003906,17.645854949951172,23.3916015625,23.860916137695312,-1,-1,-1,-1
1,14,400.13275146484375,151.10426330566406,23.3226318359375,25.8494873046875,-1,-1,-1,-1
2,14,400.93896484375,148.93353271484375,24.3929443359375,26.201080322265625,-1,-1,-1,-1
1,15,293.97589111328125,89.19605255126953,22.647216796875,24.262710571289062,-1,-1,-1,-1
2,15,294.15863037109375,89.68844604492188,23.88970947265625,23.8839111328125,-1,-1,-1,-1
1,16,1691.157470703125,214.17910766601562,25.744140625,26.2401123046875,-1,-1,-1,-1
2,16,1687.929443359375,210.51669311523438,25.195556640625,25.93218994140625,-1,-1,-1,-1
1,17,857.2239379882812,846.7318725585938,33.302001953125,35.4217529296875,-1,-1,-1,-1
2,17,860.6358032226562,847.7899169921875,32.697998046875,35.357421875,-1,-1,-1,-1
1,18,1638.7218017578125,70.22036743164062,23.7265625,25.372055053710938,-1,-1,-1,-1
2,18,1636.5435791015625,68.02843475341797,26.994384765625,26.3126220703125,-1,-1,-1,-1
1,19,1683.957763671875,324.8685607910156,28.430908203125,30.45709228515625,-1,-1,-1,-1
2,19,1680.9669189453125,325.26458740234375,29.898681640625,29.82489013671875,-1,-1,-1,-1
1,20,818.2377319335938,153.8665008544922,25.51904296875,26.52789306640625,-1,-1,-1,-1
2,20,816.213134765625,153.3949432373047,26.5706787109375,28.8367919921875,-1,-1,-1,-1
1,21,634.0155639648438,757.7679443359375,36.2928466796875,38.2413330078125,-1,-1,-1,-1
2,21,632.0902099609375,755.7509765625,37.99609375,40.466552734375,-1,-1,-1,-1
1,22,890.09814453125,161.5368194580078,23.822509765625,25.34967041015625,-1,-1,-1,-1
2,22,888.0236206054688,159.41036987304688,24.382080078125,26.5052490234375,-1,-1,-1,-1
1,23,1026.69970703125,727.8992919921875,35.2783203125,36.5279541015625,-1,-1,-1,-1
2,23,1030.109130859375,730.5079345703125,33.345703125,37.929443359375,-1,-1,-1,-1
1,24,1391.9898681640625,595.11669921875,33.97265625,33.8968505859375,-1,-1,-1,-1
2,24,1392.52490234375,595.7259521484375,34.167236328125,33.5042724609375,-1,-1,-1,-1
1,25,282.1844177246094,126.32463073730469,24.623291015625,25.0267333984375,-1,-1,-1,-1
2,25,279.8891296386719,126.38177490234375,25.27642822265625,24.851806640625,-1,-1,-1,-1
1,26,415.3193664550781,307.04541015625,25.2227783203125,25.86102294921875,-1,-1,-1,-1
2,26,413.8502502441406,303.85614013671875,26.0205078125,25.1343994140625,-1,-1,-1,-1
1,27,407.5374755859375,91.49162292480469,23.327880859375,24.63311767578125,-1,-1,-1,-1
2,27,407.9933776855469,91.55099487304688,24.35296630859375,23.78094482421875,-1,-1,-1,-1
1,28,226.93734741210938,132.76979064941406,21.770416259765625,23.587158203125,-1,-1,-1,-1
2,28,224.77798461914062,132.76416015625,22.57598876953125,23.53662109375,-1,-1,-1,-1
1,29,1655.5533447265625,102.47473907470703,25.575439453125,26.560028076171875,-1,-1,-1,-1
2,29,1653.8756103515625,102.28343200683594,26.644287109375,25.993621826171875,-1,-1,-1,-1
1,30,818.6326904296875,316.8291931152344,25.8194580078125,28.541015625,-1,-1,-1,-1
2,30,819.4323120117188,315.0400695800781,26.4521484375,30.00445556640625,-1,-1,-1,-1
1,31,102.56502532958984,459.8653259277344,32.233116149902344,31.77996826171875,-1,-1,-1,-1
2,31,102.3946304321289,462.43377685546875,31.48639678955078,31.47418212890625,-1,-1,-1,-1
1,32,1732.7431640625,341.5,25.52490234375,26.41033935546875,-1,-1,-1,-1
2,32,1730.3297119140625,339.2399597167969,26.63037109375,28.21051025390625,-1,-1,-1,-1
1,33,787.6045532226562,274.8722839355469,26.05078125,27.14678955078125,-1,-1,-1,-1
2,33,787.5193481445312,274.8206787109375,28.05029296875,27.0577392578125,-1,-1,-1,-1
1,34,1054.7811279296875,177.65902709960938,27.91552734375,28.342529296875,-1,-1,-1,-1
2,34,1055.491943359375,175.41188049316406,28.0615234375,27.108184814453125,-1,-1,-1,-1
1,35,1825.880615234375,524.59326171875,28.57763671875,30.2208251953125,-1,-1,-1,-1
2,35,1824.16650390625,525.1166381835938,29.53857421875,28.5338134765625,-1,-1,-1,-1
1,36,1443.26171875,14.63837718963623,21.758056640625,23.492539405822754,-1,-1,-1,-1
2,36,1441.875244140625,11.512815475463867,25.19921875,23.81083106994629,-1,-1,-1,-1
1,37,397.6551513671875,125.59288787841797,22.50732421875,24.19860076904297,-1,-1,-1,-1
2,37,398.3019104003906,125.31268310546875,23.39666748046875,22.090545654296875,-1,-1,-1,-1
1,38,1341.162109375,486.5682067871094,28.502685546875,31.135589599609375,-1,-1,-1,-1
2,38,1341.333251953125,486.0363464355469,26.7041015625,31.590362548828125,-1,-1,-1,-1
1,39,1232.68017578125,7.9839372634887695,23.47216796875,23.52664089202881,-1,-1,-1,-1
2,39,1233.0950927734375,8.346643447875977,24.647705078125,22.99277114868164,-1,-1,-1,-1
1,40,460.294921875,104.84495544433594,26.16876220703125,27.9453125,-1,-1,-1,-1
2,40,464.4698486328125,104.93038940429688,26.61907958984375,27.940582275390625,-1,-1,-1,-1
1,41,1450.8319091796875,102.56338500976562,24.31005859375,24.16607666015625,-1,-1,-1,-1
2,41,1449.012451171875,99.46354675292969,25.554931640625,23.573394775390625,-1,-1,-1,-1
1,42,1825.4102783203125,181.8930206298828,24.6728515625,24.2689208984375,-1,-1,-1,-1
2,42,1825.474853515625,185.2234649658203,26.1572265625,23.76019287109375,-1,-1,-1,-1
1,43,1063.5281982421875,931.3604125976562,35.315673828125,36.58349609375,-1,-1,-1,-1
2,43,1068.5467529296875,930.422119140625,34.87353515625,39.677978515625,-1,-1,-1,-1
1,44,371.5933532714844,27.999788284301758,21.21014404296875,22.4909725189209,-1,-1,-1,-1
2,44,372.8236389160156,27.034561157226562,21.1348876953125,20.61652374267578,-1,-1,-1,-1
1,45,1724.1263427734375,107.69583892822266,25.50927734375,25.254249572753906,-1,-1,-1,-1
2,45,1722.7288818359375,102.55414581298828,26.026123046875,24.99017333984375,-1,-1,-1,-1
2,46,1600.852783203125,1026.0218505859375,33.47021484375,35.009765625,-1,-1,-1,-1
2,47,1863.3857421875,495.0834655761719,28.03369140625,28.714324951171875,-1,-1,-1,-1
